@relation QueryResult-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R3

@attribute sentence string
@attribute isRelevant {0,1}

@data
'(byte)0   // negative numbers and zero both map to 0 byte\n       :(byte)1;  // underflow is mapped to smallest non-zero number.',1
'OK, although underflow is generally handled, Robert found at least one case where it doesn\'t work.',1
'System.out.println(SmallFloat.floatToByte315(5.8123817E-10f));\nThat prints 0 for some reason.',1
'I\'ll see if I can figure out why.',1
'Thanks, so the bug is really my imagination (as SmallFloat is designed to generally handle this, its just some corner case i produced in a test).',1
'So, if we can fix smallfloat my gross hack is not necessary, as we would then only produce byte 0 norms in the case of a zero boost... we can discuss if anything needs to be done there (in my opinion, its not serious, i am only concerned about non-zero floats quantizing to a zero byte).',1
'and then separately we gotta figure out about explains: in my opinion whether or not a document was matched by a query is unrelated to the score...',1
'I don\'t understand 95\\\% of what yonik & robert have been saying in this issue – but fortunately i don\'t think that matters – it sounds like they both agree htat what they are talking about is unrelated to this bug.',0
'Sorry for the confusion, my issues were actually a separate (corner-case) bug, which yonik fixed already in LUCENE-2937.',1
'That bug would cause you to have a field boost of 0 in some very very rare/likely-to-have-never-happened-with-our-default-sim cases when you shouldn\'t.',1
'So for this issue we can address the explains, for when you explicitly set boost of zero.',1
'would appreciate a review so we can get this into 3.1\n+1 to the patch.',1
'Patch looks great.',1
'So then i expanded the patch to also include BooleanQueries containing phrase queries on multiple fields, and then i was finally able to make TestSimpleExplanations in similar ways to what Koji is seeing.',1
'Hoss\'s assumption is correct because the problem was found at customer site when they used a BooleanQuery containing PhraseQueries (term query on 1-gram fields).',1
'fixed in trunk and 3x...',1
'Committed revision 1074357.',1
'Committed revision 1074363.',1
'Bulk close for 3.1',1
'here\'s a patch along the lines i suggested.',1
'sorry, here is correct patch (I had issue dyslexia)',0
'I think Steven addressed this issue already...',0
'I did some minor cleanups (typos, don\'t link to unversioned (trunk) resources since this is a versioned document, etc).',1
'I think this one is still left to do?',0
':\n\nDemo sources are no longer shipped in a binary release',1
'Demo sources are no longer shipped in a binary release\nHmm i missed this: Can we simplify this and just tell users to download the source release?',1
'reopening to address the issue of demo source code being in the binary checkout... we should either include it, or change the demo instructions to tell people to get the demo sources from the source release',1
'I added to the demo-part-2 instructions that you should get a source checkout.',1
'Bulk close for 3.1',1
'here\'s a patch with what Mike suggested, moving the skipping stuff private to the codecs, and separating the interval from the minimum df necessary to index skip data.',1
'i also added the \'dont skip when close\' opto to Sep and Preflex codecs (since i neglected to do this and only did Standard).',1
'I kept all parameters the same (I think we should benchmark etc before changing) but I did some experiments with a fairly large skipMinimum and it looked promising.',1
'I think we later (after we have good benchmarks) set this reasonable, and maybe bump skipInterval for Sep codec too, especially if we improve its \'pendingPositions\' consuming to balance it out.',1
'So, I think we should apply this little patch as-is as a small step.',1
'here\'s a patch solving a lot of the issue for the skiplists and doc/freq/prox etc pointers for Simple64.',1
'as discussed above, because its size on disk is fixed, we encode blockID and blockID deltas instead of file pointers.',1
'with the saved bits, we steal one for the case where the delta is within-block, in this case this delta is really the upto delta.',1
'this puts my simple64 indexes smaller than standardcodec (and speeds up the queries too)',1
'I edited my comment above, because the new version of jira works differently somehow with newlines/pasting and it screwed up the quoting.',0
'To add insult to injury, when you edit there is no longer a way to comment on what you changed...',0
'Both patches look great!',1
'Bit by bit...',0
'here\'s a patch for the regular FixedIntBlock and VariableIntBlock cases: they write upto first, if a bit is set then its within block and upto is the upto delta.',1
'otherwise they then read the vlong for the fp delta.',1
'this saves about 5\\\% total bulkvint index size.',1
'OK I committed this for now to the branch (r1070580), we can always revert it.',1
'I cutover FOR, PFOR, and PFOR2 to use this, and all tests pass with all these codecs.',1
'tarball containing a maven project with source code and unit tests for:\n\nAFOR1\nAFOR2\nFOR\nPFOR Non Compulsive\nSimple64\na basic tool for debugging IntBlock codecs.',1
'It includes also the lucene-1458 snapshot dependencies that are necessary to compile the code and run the tests.',1
'I pulled out the simple64 implementation here and adapted it to the bulkpostings branch.',1
'Thanks for uploading this code Renaud, its great and the code is easy to work with.',1
'I hope to get some more of the codecs you wrote into the branch for testing.',0
'I changed a few things that helped in benchmarking:\n\nthe decoder uses relative gets instead of absolute\nwe write #longs in the block header instead of #bytes (as its always long aligned, but smaller numbers)\n\nBut mainly, for this one I think we should change it to be a VariableIntBlock codec... right now it packs 128 integers into as few longs as possible, but this is wasteful for two reasons: it has to write a per-block byte header, and also wastes bits (e.g.',1
'in the case of a block of 128 1\'s).',1
'With variableintblock, we could do this differently, e.g.',1
'read a fixed number of longs per-block (say 4 longs), and our block would then be variable between 4 and 240 integers depending upon data.',1
'New patch, including Robert\'s patch, and also adding Simple64 as a VarInt codec.',1
'We badly need more testing of the VarInt cases, so it\'s great Simple64 came along (thanks Renaud!).',1
'All tests pass w/ Simple64VarInt codec.',1
'OK I committed the two new Simple64 codecs (to bulk branch).',1
'\nIn the case of 240 1\'s, i was surprised to see this selector was used over 2\\\% of the time\nfor the gov collection\'s doc file?',0
'our results were performed on the wikipedia dataset and blogs dataset.',1
'I don;t know what was our selection rate, I was just referring to the gain in overall compression rate.',0
'But still, for the all 1\'s case I\'m not actually thinking about unstructured text so much...\nin this case I am thinking about metadata fields and more structured data?',1
'Yes, this makes sense.',1
'In the context of SIREn (kind of simple xml node based inverted index) which is meant for indexing semi-structured data, the difference was more observable (mainly on the frequency and position files, as well as other structure node files).',1
'This might be also useful on the document id file for very common terms (maybe for certain type of facets, with a very few number of values covering a large portion of the document collection).',1
'Just an additional comment on semi-structured data indexing.',0
'AFOR-2 and AFOR-3 (AFOR-3 refers to AFOR-2 with special code for allOnes frames), was able to beat Rice on two datasets, and S-64 on one (but it was very close to Rice on the others):\nDBpedia dataset: (structured version of wikipedia)\n\n\nMethod\nEnt\nFrq\nAtt\nVal\nPos\nTotal\n\n\nAFOR-1\n0.246\n0.043\n0.141\n0.065\n0.180\n0.816\n\n\nAFOR-2\n0.229\n0.039\n0.132\n0.059\n0.167\n0.758\n\n\nAFOR-3\n0.229\n0.031\n0.131\n0.054\n0.159\n0.736\n\n\nFOR\n0.315\n0.061\n0.170\n0.117\n0.216\n1.049\n\n\nPFOR\n0.317\n0.044\n0.155\n0.070\n0.205\n0.946\n\n\nRice\n0.240\n0.029\n0.115\n0.057\n0.152\n0.708\n\n\nS-64\n0.249\n0.041\n0.133\n0.062\n0.171\n0.791\n\n\nVByte\n0.264\n0.162\n0.222\n0.222\n0.245\n1.335\n\n\nGeonames Dataset: \n\n\nMethod\nEnt\nFrq\nAtt\nVal\nPos\nTotal\n\n\nAFOR-1\n0.129\n0.023\n0.058\n0.025\n0.025\n0.318\n\n\nAFOR-2\n0.123\n0.023\n0.057\n0.024\n0.024\n0.307\n\n\nAFOR-3\n0.114\n0.006\n0.056\n0.016\n0.008\n0.256\n\n\nFOR\n0.150\n0.021\n0.065\n0.025\n0.023\n0.349\n\n\nPFOR\n0.154\n0.019\n0.057\n0.022\n0.023\n0.332\n\n\nRice\n0.133\n0.019\n0.063\n0.029\n0.021\n0.327\n\n\nS-64\n0.147\n0.021\n0.058\n0.023\n0.023\n0.329\n\n\nVByte\n0.216\n0.142\n0.143\n0.143\n0.143\n0.929\n\n\nSindice Dataset: Very heterogeneous dataset containing hundred of thousands of web dataset\n\n\nMethod\nEnt\nFrq\nAtt\nVal\nPos\nTotal\n\n\nAFOR-1\n2.578\n0.395\n0.942\n0.665\n1.014\n6.537\n\n\nAFOR-2\n2.361\n0.380\n0.908\n0.619\n0.906\n6.082\n\n\nAFOR-3\n2.297\n0.176\n0.876\n0.530\n0.722\n5.475\n\n\nFOR\n3.506\n0.506\n1.121\n0.916\n1.440\n8.611\n\n\nPFOR\n3.221\n0.374\n1.153\n0.795\n1.227\n7.924\n\n\nRice\n2.721\n0.314\n0.958\n0.714\n0.941\n6.605\n\n\nS-64\n2.581\n0.370\n0.917\n0.621\n0.908\n6.313\n\n\nVByte\n3.287\n2.106\n2.411\n2.430\n2.488\n15.132\n\n\nHere, Ent refers to entity id (similar to doc id), Att and Val are structural node ids.',1
'Hi Michael, \nthe first results are not that impressive.',1
'Could you tell me what is BulkVInt ?',0
'Is it the simple VInt codec implemented on top of the Bulk branch ?',0
'What the difference between \'+united +states\' and \'+nebraska +states\' ?',0
'Is nebraska a low frequency term ?',0
'\nThe BulkVInt codec is VInt implemented as a FixedIntBlock codec.',1
'Yes, I saw the code, it is a similar implementation of the VInt we used in our experiments.',0
'previously various codecs\nlooked much faster than Vint but a lot of the reason for this is due to the way Vint\nwas implemented...',1
'This is odd, because we observed the contrary (on the lucene-1458 branch).',1
'The standard codec was by an order of magnitude faster than any other codec.',1
'We discovered that this was due to the IntBlock interface implementation that:\n\nwas copying the buffer bytearray two times (one time from the disk to the buffer, then another time from the buffer to the IntBlock codec).',1
'had to perform more work wrt to check each of the buffer (IntBlock buffer, IndexInput buffer).',1
'But this might have been improved since then.',1
'Michael told me he worked on a new version of the IntBlock interface which was more performant.',1
'So, if we \'group\' the long values so we are e.g.',1
'reading say N long values\nat once in a single internal \'block\', I think we might get more efficiency\nvia the I/O system, and also less overhead from the bulkpostings apis.',1
